id,Job.Title,Est_Salary,Max_Salary,Min_Salary,City,State,Easy.Apply,Revenue_USD,Rating,Size,Industry,Sector,Type.of.ownership,Years_Founded,Company.Name,lat,lon,Count
7120,Sales Engineer,104,138,70,Phoenix,AZ,NA,Unknown,NA,1 to 50 employees,,,Company - Private,NA,"Conveyor Solutions, Inc.",33.4484,-112.074142,1
7121,Server Engineer,104,138,70,Phoenix,AZ,NA,<1 million,5,1 to 50 employees,Accounting,Accounting & Legal,Company - Private,NA,Global Force USA,33.4484,-112.074142,1
7122,Sr. Software Engineer 2,104,138,70,Tempe,AZ,NA,25-50 million,3.2,1001 to 5000 employees,Internet,Information Technology,Company - Private,21,Shutterfly,33.4255,-111.940009,1
7123,Senior Software Engineer,104,138,70,Phoenix,AZ,NA,25-50 million,3.4,1001 to 5000 employees,"Hotels, Motels, & Resorts",Travel & Tourism,Company - Public,81,Choice Hotels,33.4484,-112.074142,1
7124,"Lead, Network Engineer",104,138,70,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Public,59,Humana,33.4484,-112.074142,1
7125,Packaging R&D Engineer Intern,104,138,70,Phoenix,AZ,NA,10+ billion,4,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,52,Intel,33.4484,-112.074142,1
7126,Database Engineer SQL,104,138,70,Scottsdale,AZ,NA,Unknown,3.5,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,12,Foresight Intelligence,33.4942,-111.926018,1
7127,"Lead Engineer, Fuel Cell Systems Testing",104,138,70,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142,1
7128,Sr Software Development Engineer In Test,74.5,92,57,Phoenix,AZ,NA,Unknown,3.5,501 to 1000 employees,Logistics & Supply Chain,Transportation & Logistics,Company - Private,25,Truckstop.com,33.4484,-112.074142,1
7129,Cloud Services Engineer,74.5,92,57,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142,1
7130,Scrum Quality Assurance Automation Engineer,74.5,92,57,Phoenix,AZ,NA,Unknown,4.9,1 to 50 employees,Consulting,Business Services,Company - Private,14,SunSoft Online,33.4484,-112.074142,1
7131,DevOps Engineer (MediaCloud/MediaOps) - Fox Technology,74.5,92,57,Phoenix,AZ,NA,Unknown,4,5001 to 10000 employees,TV Broadcast & Cable Networks,Media,Company - Public,1,Fox Corporation,33.4484,-112.074142,1
7132,Software Engineer,74.5,92,57,Chandler,AZ,NA,<1 million,3.2,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,NA,Cerebrum,33.3062,-111.84125,1
7133,"Solution Engineer - Melbourne, Australia",74.5,92,57,Scottsdale,AZ,NA,Unknown,3.8,501 to 1000 employees,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,31,InEight,33.4942,-111.926018,1
7134,Cloud Infrastructure Engineer,74.5,92,57,Phoenix,AZ,NA,10-25 million,2.9,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,10,Tahzoo,33.4484,-112.074142,1
7135,"Packaging R&D Engineer Intern Phoenix, AZ",77,97,57,Phoenix,AZ,NA,10+ billion,4,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,52,Intel,33.4484,-112.074142,1
7136,Data Center Partner Engineer - Nutanix(Remote,77,97,57,DC Ranch,AZ,NA,100-500 million,4,501 to 1000 employees,IT Services,Information Technology,Company - Private,25,Red River,33.6694,-111.866546,1
7137,Data Center Partner Engineer - NetApp (Remote,77,97,57,DC Ranch,AZ,NA,100-500 million,4,501 to 1000 employees,IT Services,Information Technology,Company - Private,25,Red River,33.6694,-111.866546,1
7138,DevOps Engineer,77,97,57,Phoenix,AZ,NA,50-100 million,3.8,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,IntraEdge,33.4484,-112.074142,1
7139,. Java Engineer,77,97,57,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142,1
9991,"Manager, Financial Business Analyst",75,99,51,Scottsdale,AZ,NA,100-500 million,3.4,201 to 500 employees,Insurance Carriers,Insurance,Subsidiary or Business Segment,35,Nautilus Insurance Group,33.4942,-111.926018,1
9992,Business Data Analyst,75,99,51,Scottsdale,AZ,NA,100-500 million,4.6,201 to 500 employees,Colleges & Universities,Education,Company - Private,1,National Education Partners,33.4942,-111.926018,1
9993,Business Systems Analyst,75,99,51,Scottsdale,AZ,NA,10-25 million,2.4,51 to 200 employees,Consulting,Business Services,Subsidiary or Business Segment,119,BSI America,33.4942,-111.926018,1
9994,Product Innovation Senior Analyst,75,99,51,Scottsdale,AZ,NA,100-500 million,3.4,201 to 500 employees,Insurance Carriers,Insurance,Subsidiary or Business Segment,35,Nautilus Insurance Group,33.4942,-111.926018,1
9995,Scheduling System Analyst,75,99,51,Phoenix,AZ,NA,0.5-1 billion,3.9,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Nonprofit Organization,37,Phoenix Children's Hospital,33.4484,-112.074142,1
9996,Quality Assurance Analyst,75,99,51,Tempe,AZ,NA,100-500 million,2.5,1001 to 5000 employees,,,Company - Private,62,Cenlar,33.4255,-111.940009,1
9997,Application Support Analyst,75,99,51,Phoenix,AZ,NA,Unknown,3.5,201 to 500 employees,IT Services,Information Technology,Company - Private,28,KUBRA,33.4484,-112.074142,1
9998,Senior Business Consultant,75,99,51,Phoenix,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,167,Aetna,33.4484,-112.074142,1
9999,Data Analyst,75,99,51,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10000,Senior Consultant - Professional Services (Remote),75,99,51,Phoenix,AZ,NA,100-500 million,4.4,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Public,14,Talend,33.4484,-112.074142,1
10001,IT Business Analyst,75,99,51,Tempe,AZ,NA,2-5 billion,3.7,5001 to 10000 employees,Vehicle Dealers,Retail,Company - Private,18,"DriveTime Automotive Group, Inc.",33.4255,-111.940009,1
10002,Entry level Business Analyst,75,99,51,Phoenix,AZ,NA,100-500 million,4,201 to 500 employees,IT Services,Information Technology,Company - Private,11,National Software Management,33.4484,-112.074142,1
10003,Engineering Change Management Analyst,75,99,51,Phoenix,AZ,NA,<1 million,4.6,201 to 500 employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,6,Nikola Motor Company,33.4484,-112.074142,1
10004,Senior Business Systems Analyst,75,99,51,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018,1
10005,Senior Consultant - DevOps - Nationwide Opportunities,75,99,51,Phoenix,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4484,-112.074142,1
10006,Systems Analyst,75,99,51,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10007,Encounter Technical Analyst,75,99,51,Phoenix,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,167,Aetna,33.4484,-112.074142,1
10008,Jr. Business Analyst V,75,99,51,Phoenix,AZ,NA,Unknown,3.1,1001 to 5000 employees,State & Regional Agencies,Government,Government,157,Arizona Supreme Court,33.4484,-112.074142,1
10009,Business Analyst ¨C Connectivity,75,99,51,Scottsdale,AZ,NA,100-500 million,4,501 to 1000 employees,Computer Hardware & Software,Information Technology,Company - Private,20,Kyriba Corp.,33.4942,-111.926018,1
10010,Business Process Analyst,75,99,51,Tempe,AZ,NA,10-25 million,3.6,51 to 200 employees,Video Games,Media,Company - Private,NA,Softsol Resources Inc,33.4255,-111.940009,1
10011,Business Analyst,75,99,51,Tempe,AZ,NA,10+ billion,3.8,10000+ employees,Express Delivery Services,Transportation & Logistics,Subsidiary or Business Segment,51,DHL Express,33.4255,-111.940009,1
10013,Operations Business Analyst,75,99,51,Phoenix,AZ,NA,25-50 million,3.6,5001 to 10000 employees,Legal,Accounting & Legal,Company - Private,32,"Epiq Systems, Inc.",33.4484,-112.074142,1
10014,Business Process Analyst,75,99,51,Tempe,AZ,NA,10-25 million,4.5,201 to 500 employees,IT Services,Information Technology,Company - Private,16,Strategic Systems,33.4255,-111.940009,1
10015,Experience Analyst,75,99,51,Phoenix,AZ,NA,1-2 billion,4.9,201 to 500 employees,IT Services,Information Technology,Company - Private,5,IGNW,33.4484,-112.074142,1
10016,"Analyst 1, Business Performance Analytics",75,99,51,Phoenix,AZ,NA,2-5 billion,3.1,5001 to 10000 employees,Insurance Carriers,Insurance,Company - Public,30,Kemper,33.4484,-112.074142,1
10017,Decision Analyst (Entry Level),75,99,51,Tempe,AZ,NA,10+ billion,3.4,10000+ employees,Insurance Agencies & Brokerages,Insurance,Company - Public,89,Allstate,33.4255,-111.940009,1
10018,Business Process Analyst,75,99,51,Tempe,AZ,NA,5-10 million,5,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,NA,"Zenaide Technologies, Inc",33.4255,-111.940009,1
10020,Business Analyst,75,99,51,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142,1
10021,Business Process Analyst,48.5,61,36,Tempe,AZ,NA,100-500 million,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Private,24,Pyramid Consulting,33.4255,-111.940009,1
10022,Business Analyst,48.5,61,36,Phoenix,AZ,NA,10+ billion,3.1,10000+ employees,Truck Rental & Leasing,Transportation & Logistics,Company - Public,75,U-Haul,33.4484,-112.074142,1
10023,Business Solutions - Downstream Analyst,48.5,61,36,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10024,Entry Level Business Analyst,48.5,61,36,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142,1
10025,Business Process Analyst,48.5,61,36,Tempe,AZ,NA,50-100 million,3.4,1001 to 5000 employees,Advertising & Marketing,Business Services,Company - Private,32,ATR International,33.4255,-111.940009,1
10026,Business Analyst (Healthcare),48.5,61,36,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142,1
10027,Business Analyst,48.5,61,36,Scottsdale,AZ,NA,5-10 billion,3.4,10000+ employees,Utilities,"Oil, Gas, Energy & Utilities",Company - Public,22,Republic Services,33.4942,-111.926018,1
10028,Business Analyst,48.5,61,36,Tempe,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4255,-111.940009,1
10029,Business Analyst,48.5,61,36,Phoenix,AZ,NA,100-500 million,3.8,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25,MDSL,33.4484,-112.074142,1
10030,BSA Analyst,48.5,61,36,Phoenix,AZ,NA,,NA,,,,,NA,Canyon State & Deer Valley Credit Unions,33.4484,-112.074142,1
10031,Project Business Analyst,48.5,61,36,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10032,Business Analyst,48.5,61,36,Phoenix,AZ,NA,2-5 billion,3.5,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,72,Robert Half,33.4484,-112.074142,1
10033,Lead Business Analyst,48.5,61,36,Phoenix,AZ,NA,5-10 billion,3.5,10000+ employees,Financial Transaction Processing,Finance,Company - Public,13,Broadridge,33.4484,-112.074142,1
10034,Business Systems Analyst ll,48.5,61,36,Phoenix,AZ,NA,Unknown,5,1 to 50 employees,IT Services,Information Technology,Company - Private,38,Worlco,33.4484,-112.074142,1
10035,"Data Analyst, Marketing",48.5,61,36,Scottsdale,AZ,NA,100-500 million,4.6,201 to 500 employees,Colleges & Universities,Education,Company - Private,1,National Education Partners,33.4942,-111.926018,1
10036,Business Analyst,48.5,61,36,Phoenix,AZ,NA,,NA,,,,,NA,SA Technologies Inc. - NA,33.4484,-112.074142,1
10037,Business Process Analyst,48.5,61,36,Tempe,AZ,NA,,NA,,,,,NA,"OUTSOURCE Consulting Services, Inc. (OCSI.co)",33.4255,-111.940009,1
10038,Business Systems Analyst,48.5,61,36,Phoenix,AZ,NA,Unknown,3.9,1001 to 5000 employees,"Department, Clothing, & Shoe Stores",Retail,Company - Private,11,thredUP,33.4484,-112.074142,1
10039,Business Support Analyst,48.5,61,36,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10040,Senior Business Analyst,48.5,61,36,Phoenix,AZ,NA,100-500 million,3.9,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,Company - Public,43,Hospice of the Valley (AZ),33.4484,-112.074142,1
10041,Business Process Analyst,48.5,61,36,Tempe,AZ,NA,1-5 million,3.4,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,NA,"Radiansys, Inc.",33.4255,-111.940009,1
10043,Senior Data Analyst,48.5,61,36,Phoenix,AZ,NA,1-2 billion,4.4,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10,Integrate,33.4484,-112.074142,1
10044,Business Process Analyst,48.5,61,36,Tempe,AZ,NA,1-2 billion,3.6,501 to 1000 employees,IT Services,Information Technology,Company - Private,21,"Global Technical Talent, LLC",33.4255,-111.940009,1
10045,Business Intelligence Analyst,48.5,61,36,Phoenix,AZ,NA,10-25 million,2.9,1001 to 5000 employees,Colleges & Universities,Education,Company - Public,55,Universal Technical Institute,33.4484,-112.074142,1
10046,Business Analyst,48.5,61,36,Phoenix,AZ,NA,1-5 million,3.9,201 to 500 employees,IT Services,Information Technology,Company - Private,14,vtech Solutions,33.4484,-112.074142,1
10047,Information Technology - Business Analyst,48.5,61,36,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142,1
10048,Business Analyst,48.5,61,36,Phoenix,AZ,NA,50-100 million,4.8,201 to 500 employees,IT Services,Information Technology,Company - Private,21,System Soft Technologies,33.4484,-112.074142,1
10049,Business Analyst,48.5,61,36,Tempe,AZ,NA,,NA,,,,,NA,infusion Resourcing,33.4255,-111.940009,1
10050,Business Analyst,48.5,61,36,Scottsdale,AZ,NA,1-5 million,4.4,1 to 50 employees,IT Services,Information Technology,Company - Private,NA,Softcom Systems,33.4942,-111.926018,1
10051,Associate Business Analyst,70,91,49,Scottsdale,AZ,NA,Unknown,3.7,51 to 200 employees,Colleges & Universities,Education,Company - Private,17,Parchment,33.4942,-111.926018,1
10052,"Business Analyst, Process Optimization",70,91,49,Scottsdale,AZ,NA,0.5-1 billion,3.2,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,56,BGRS,33.4942,-111.926018,1
10053,Digital Analytics Analyst,70,91,49,Phoenix,AZ,NA,Unknown,3.7,1001 to 5000 employees,Insurance Carriers,Insurance,Company - Private,106,"CSAA Insurance Group, a AAA Insurer",33.4484,-112.074142,1
10054,BSA Analyst,70,91,49,Phoenix,AZ,NA,5-10 million,3.3,51 to 200 employees,,,Company - Private,NA,Canyon State Credit Union,33.4484,-112.074142,1
10055,Business Analyst,70,91,49,Scottsdale,AZ,NA,Unknown,3.5,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,NA,Plexus Worldwide,33.4942,-111.926018,1
10056,Business Analyst,70,91,49,Phoenix,AZ,NA,Unknown,3.6,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,NA,Randstad,33.4484,-112.074142,1
10057,BUSINESS ANALYST,70,91,49,Phoenix,AZ,NA,,NA,,,,,NA,Arizona Health Care Cost Containment System (AHCCCS),33.4484,-112.074142,1
10058,Business Analyst,70,91,49,Phoenix,AZ,NA,,NA,,,,,NA,SunSoftOnline LLC,33.4484,-112.074142,1
10059,Business Analyst,70,91,49,Phoenix,AZ,NA,,NA,,,,,NA,SA Technologies Inc. - North America,33.4484,-112.074142,1
10060,IT Data Protection Analyst,70,91,49,Phoenix,AZ,NA,Unknown,3.7,1001 to 5000 employees,Insurance Carriers,Insurance,Company - Private,106,"CSAA Insurance Group, a AAA Insurer",33.4484,-112.074142,1
10061,Business Analyst,70,91,49,Phoenix,AZ,NA,<1 million,NA,1 to 50 employees,Real Estate,Real Estate,Subsidiary or Business Segment,NA,CapitalSource,33.4484,-112.074142,1
10062,Business Process Analyst - DWP,70,91,49,Phoenix,AZ,NA,5-10 billion,2.8,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,NA,Konica Minolta,33.4484,-112.074142,1
10063,Application Systems Engineer 4 - Insight Analyst and Reporting,70,91,49,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125,1
10064,Disaster Recovery Analyst,70,91,49,Phoenix,AZ,NA,Unknown,3.7,1001 to 5000 employees,Insurance Carriers,Insurance,Company - Private,106,"CSAA Insurance Group, a AAA Insurer",33.4484,-112.074142,1
10065,Business Analyst / Project Coordinator,70,91,49,Phoenix,AZ,NA,Unknown,3.5,1001 to 5000 employees,Colleges & Universities,Education,Company - Public,37,Grand Canyon Education,33.4484,-112.074142,1
10066,Business Transformation Analyst,70,91,49,Scottsdale,AZ,NA,5-10 billion,3.3,5001 to 10000 employees,Insurance Carriers,Insurance,Company - Public,53,W.R. Berkley Corporation,33.4942,-111.926018,1
10067,Business Analyst,70,91,49,Phoenix,AZ,NA,10+ billion,3.5,1001 to 5000 employees,Banks & Credit Unions,Finance,Subsidiary or Business Segment,18,Pacific Western Bank,33.4484,-112.074142,1
10068,Data / Business Intelligence Analyst,70,91,49,Tempe,AZ,NA,1-2 billion,3.6,501 to 1000 employees,IT Services,Information Technology,Company - Private,21,"Global Technical Talent, LLC",33.4255,-111.940009,1
10069,"Business Analyst, Sales Operations",70,91,49,Scottsdale,AZ,NA,100-500 million,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Public,29,Axon,33.4942,-111.926018,1
10070,Strategic Planning Analyst,70,91,49,Tempe,AZ,NA,2-5 billion,3.7,5001 to 10000 employees,Vehicle Dealers,Retail,Company - Private,18,"DriveTime Automotive Group, Inc.",33.4255,-111.940009,1
10071,Business Systems Analyst,70,91,49,Phoenix,AZ,NA,10-25 million,4,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,19,Peyton Resource Group (PRG),33.4484,-112.074142,1
10072,business analyst,70,91,49,Scottsdale,AZ,NA,Unknown,4.5,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,23,Aston Carter,33.4942,-111.926018,1
10073,Data/Business Analyst,70,91,49,Phoenix,AZ,NA,10+ billion,3.1,10000+ employees,Truck Rental & Leasing,Transportation & Logistics,Company - Public,75,Uhaul,33.4484,-112.074142,1
10074,Data Analyst,70,91,49,Phoenix,AZ,NA,25-50 million,4.1,5001 to 10000 employees,Telecommunications Services,Telecommunications,Company - Public,34,Viasat,33.4484,-112.074142,1
10075,Data Analyst,70,91,49,Phoenix,AZ,NA,0.5-1 billion,3.5,1001 to 5000 employees,Telecommunications Manufacturing,Telecommunications,Company - Public,69,NAGRA (Kudelski Group),33.4484,-112.074142,1
10076,Business Analyst/ QA Analyst,70,91,49,Phoenix,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.4484,-112.074142,1
10077,Senior Business Analyst,70,91,49,Phoenix,AZ,NA,100-500 million,3.8,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25,MDSL,33.4484,-112.074142,1
10079,Business Analyst,70,91,49,Phoenix,AZ,NA,100-500 million,2.9,501 to 1000 employees,Computer Hardware & Software,Information Technology,Company - Private,NA,Vix Technology UK Limited,33.4484,-112.074142,1
10080,Senior Business Analyst,70,91,49,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009,1
10081,Business Analyst,70,91,49,Phoenix,AZ,NA,<1 million,2.5,1 to 50 employees,,,Company - Private,NA,Career Evolutions,33.4484,-112.074142,1
10082,Data Control Business Analyst,64,85,43,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009,1
10083,Senior Business Analyst,64,85,43,Phoenix,AZ,NA,2-5 billion,3.2,5001 to 10000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,1,COVETRUS INC,33.4484,-112.074142,1
10084,Business Analyst,64,85,43,Phoenix,AZ,NA,1-2 billion,3.3,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,15,PROLIM Global Corporation,33.4484,-112.074142,1
10085,BUSINESS SYSTEMS ANALYST,64,85,43,Phoenix,AZ,NA,1-2 billion,4.8,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,Metasys Technologies,33.4484,-112.074142,1
10086,IT Healthcare Business Analyst,64,85,43,Phoenix,AZ,1,1-2 billion,3.7,1001 to 5000 employees,IT Services,Information Technology,Company - Private,23,22nd Century Technologies,33.4484,-112.074142,1
10087,BUSINESS ANALYST,64,85,43,Phoenix,AZ,NA,1-5 million,3.3,501 to 1000 employees,Federal Agencies,Government,Government,NA,Arizona Health Care Cost Containment System,33.4484,-112.074142,1
10088,Business Analyst - IT,64,85,43,Scottsdale,AZ,NA,100-500 million,4.6,201 to 500 employees,Colleges & Universities,Education,Company - Private,1,National Education Partners,33.4942,-111.926018,1
10089,Business Analyst,64,85,43,Scottsdale,AZ,NA,,NA,,,,,NA,Ann Booth Networks,33.4942,-111.926018,1
10090,Business Analyst,64,85,43,Chandler,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.3062,-111.84125,1
10091,Business Transformation Analyst,64,85,43,Scottsdale,AZ,NA,Unknown,3.7,1 to 50 employees,Insurance Carriers,Insurance,Company - Public,15,Berkley Aspire,33.4942,-111.926018,1
10092,Business Analyst,64,85,43,Phoenix,AZ,NA,Unknown,4.3,501 to 1000 employees,Staffing & Outsourcing,Business Services,Company - Private,16,Abacus Service Corporation,33.4484,-112.074142,1
10093,Business Systems Analyst,64,85,43,Phoenix,AZ,NA,Unknown,4.9,1 to 50 employees,Consulting,Business Services,Company - Private,14,SunSoft Online,33.4484,-112.074142,1
10094,"Business Analyst, Consultant - Salesforce",64,85,43,Phoenix,AZ,NA,Unknown,3.4,5001 to 10000 employees,Consulting,Business Services,Company - Private,2,Guidehouse,33.4484,-112.074142,1
10095,Business Analyst,64,85,43,Scottsdale,AZ,NA,1-2 billion,3.5,501 to 1000 employees,Staffing & Outsourcing,Business Services,Company - Private,21,eclaro,33.4942,-111.926018,1
10096,Business Intelligence Analyst,64,85,43,Mesa,AZ,NA,100-500 million,4,201 to 500 employees,Health Care Services & Hospitals,Health Care,Company - Private,16,StateServ,33.4151,-111.831479,1
10097,UAT Business Systems Analyst,64,85,43,Phoenix,AZ,NA,Unknown,3.2,10000+ employees,Travel Agencies,Travel & Tourism,Company - Private,105,American Express Global Business Travel,33.4484,-112.074142,1
10098,Sr. business Analyst - AML KYC,64,85,43,Tempe,AZ,NA,5-10 million,4.4,1 to 50 employees,IT Services,Information Technology,Contract,NA,TribolaTech Inc.,33.4255,-111.940009,1
10099,Business Analyst,64,85,43,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142,1
10100,Business Process Analyst - DWP,64,85,43,Phoenix,AZ,NA,10+ billion,3.1,5001 to 10000 employees,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,61,Konica Minolta Business Solutions,33.4484,-112.074142,1
10101,Entry Level Treasury Analyst,64,85,43,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,21,ON Semiconductor,33.4484,-112.074142,1
10102,Senior Business Analyst,64,85,43,Phoenix,AZ,NA,Unknown,3.3,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,10,Vets First Choice,33.4484,-112.074142,1
10103,Project Analyst,64,85,43,Phoenix,AZ,NA,Unknown,4.1,201 to 500 employees,Sports & Recreation,"Arts, Entertainment & Recreation",Subsidiary or Business Segment,45,TD Garden,33.4484,-112.074142,1
10104,Business Systems Analyst,64,85,43,Scottsdale,AZ,NA,1-2 billion,3.3,51 to 200 employees,Consulting,Business Services,Company - Private,30,Environmental & Occupational,33.4942,-111.926018,1
10105,Business Systems Analyst II,64,85,43,Phoenix,AZ,NA,25-50 million,3.4,1001 to 5000 employees,Financial Transaction Processing,Finance,Company - Private,19,"Blackhawk Network, Inc.",33.4484,-112.074142,1
10106,Business Analyst,64,85,43,Phoenix,AZ,NA,0.5-1 billion,4.1,1001 to 5000 employees,Consulting,Business Services,Company - Public,24,RGP,33.4484,-112.074142,1
10107,Business Analyst,64,85,43,Phoenix,AZ,NA,1-2 billion,3.1,201 to 500 employees,IT Services,Information Technology,Company - Private,32,Data-Core Systems,33.4484,-112.074142,1
10108,Senior Business Analyst,64,85,43,Phoenix,AZ,NA,,NA,,,,,NA,ingenium.agency,33.4484,-112.074142,1
10109,UAT Business Systems Analyst,64,85,43,Phoenix,AZ,NA,1-2 billion,3.4,51 to 200 employees,Consulting,Business Services,Company - Private,NA,Banks Sadler,33.4484,-112.074142,1
10110,Business Analyst- Note Finance,64,85,43,Phoenix,AZ,NA,0.5-1 billion,2.9,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,25,Western Alliance Bancorporation,33.4484,-112.074142,1
10111,Sr. Principal eCommerce Site Performance Analyst,64,85,43,Tempe,AZ,NA,2-5 billion,3.7,1001 to 5000 employees,Internet,Information Technology,Company - Public,1,NortonLifeLock,33.4255,-111.940009,1
10112,Data Experience Analyst,64,85,43,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Investment Banking & Asset Management,Finance,Company - Public,47,Charles Schwab,33.4484,-112.074142,1
10113,Business Analyst (MANAGED CARE),78,103,53,Phoenix,AZ,NA,<1 million,4.7,1001 to 5000 employees,Staffing & Outsourcing,Business Services,Company - Private,28,Job Juncture,33.4484,-112.074142,1
10114,Senior Business Analyst - Financial,78,103,53,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018,1
10115,Business Systems Analyst,78,103,53,Phoenix,AZ,NA,5-10 billion,3.4,10000+ employees,Insurance Carriers,Insurance,Company - Public,131,First American Financial Corporation,33.4484,-112.074142,1
10116,Digital Campaign Analyst,78,103,53,Phoenix,AZ,NA,Unknown,4.3,1 to 50 employees,Advertising & Marketing,Business Services,Company - Private,9,2060 Digital,33.4484,-112.074142,1
10117,Business Analyst/ QA Analyst,78,103,53,Phoenix,AZ,NA,,NA,,,,,NA,Kforce Technology Staffing,33.4484,-112.074142,1
10118,Business Analyst,78,103,53,Tempe,AZ,NA,1-2 billion,4.1,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,25,neteffects,33.4255,-111.940009,1
